1464,Новониколаевка,32,"Погода_в_Новониколаевке,_Ермекеевский_район",54.05,53.733333333333,165407
7,Асеево,2,Погода_в_Асеево,54.833333333333,53.233333333333,51938
6,Алькеево,2,Погода_в_Алькеево,54.933333333333,52.783333333333,51966
8,Балтачево,2,"Погода_в_Балтачево,_Азнакаевский_район",54.8,53.033333333333,51936
9,Банки-Сухояш,2,Погода_в_Банках-Сухояше,54.966666666667,53.15,167681
10,Бирючевка,2,"Погода_в_Бирючевке,_Татарстан",54.683333333333,52.8,51959
12,Большой Сухояш,2,Погода_в_Большом_Сухояше,55,53.15,51946
13,Буляк,2,"Погода_в_Буляке,_Азнакаевский_район",54.983333333333,53.416666666667,167679
14,Буралы,2,"Погода_в_Буралах,_Татарстан",55.066666666667,52.866666666667,1909
15,Верхнее Стярле,2,Погода_в_Верхнем_Стярле,54.9,53.466666666667,51941
16,Дмитриевка,2,"Погода_в_Дмитриевке,_Татарстан",54.7,52.75,167678
17,Ильбяково,2,Погода_в_Ильбяково,55.033333333333,52.85,48773
18,Какре-Елга,2,Погода_в_Какре-Елге,54.95,52.916666666667,51967
20,Карамалы,2,"Погода_в_Карамалах,_Татарстан",54.783333333333,53.183333333333,51935
21,Кук-Тяка,2,Погода_в_Куке-Тяке,55,53.383333333333,167684
22,Мальбагуш,2,Погода_в_Мальбагуше,54.883333333333,52.816666666667,51965
23,Маняус,2,Погода_в_Маняусе,54.883333333333,53.033333333333,167669
24,Микулино,2,"Погода_в_Микулино,_Татарстан",54.733333333333,52.733333333333,51961
27,Нижнее Якеево,2,Погода_в_Нижнем_Якеево,54.9,52.816666666667,167674
28,Нижний Сухояш,2,Погода_в_Нижнем_Сухояше,54.983333333333,53.166666666667,167682
29,Октябрь-Буляк,2,Погода_в_Октябре-Буляке,54.75,53.15,167672
30,Первое Мая,2,"Погода_в_Первом_Мая,_Татарстан",54.766666666667,53.333333333333,51779
31,Победа,2,"Погода_в_Победе,_Азнакаевский_район",54.866666666667,53.4,48767
32,Сапеево,2,Погода_в_Сапеево,54.9,53.133333333333,51944
33,Сарлы,2,Погода_в_Сарлах,54.95,53.45,51945
35,Таллы-Буляк,2,Погода_в_Таллах-Буляке,54.75,53.266666666667,167673
36,Татарский Шуган,2,Погода_в_Тат-Шуган,55.15,53.033333333333,52129
37,Тумутук,2,Погода_в_Тумутуке,55.033333333333,53.316666666667,8319
38,Уразаево,2,"Погода_в_Уразаево,_Азнакаевский_район",54.883333333333,53.166666666667,51943
39,Урманаево,2,"Погода_в_Урманаево,_Татарстан",54.85,53.35,51940
41,Учалле,2,Погода_в_Учалле,54.916666666667,53.3,51942
42,Чалпы,2,Погода_в_Чалпах,55.083333333333,53.1,8906
43,Чекан,2,"Погода_в_Чекане,_Татарстан",54.85,53.566666666667,167670
44,Чемодурово,2,"Погода_в_Чемодурово,_Татарстан",54.766666666667,52.866666666667,48825
45,Чубар-Абдуллово,2,Погода_в_Чубаре-Абдуллово,55.083333333333,52.9,48848
46,Якты-Куль,2,Погода_в_Яктах-Куле,54.433333333333,53.216666666667,167686
48,Аишево,3,Погода_в_Аишево,55.616666666667,54.133333333333,51824
49,Аккузово,3,Погода_в_Аккузово,55.516666666667,53.933333333333,48930
50,Актаныш,3,Погода_в_Актаныше,55.716666666667,54.083333333333,947
51,Атясево,3,Погода_в_Атясево,55.6,53.633333333333,48973
53,Верхнее Яхшеево,3,Погода_в_Верхнем_Яхшеево,55.466666666667,53.733333333333,48981
55,Зубаирово,3,Погода_в_Зубаирово,55.583333333333,53.55,52117
56,им. Кирова,3,"Погода_в_им._Кирова,_Татарстан",55.55,53.7,48998
57,Казкеево,3,Погода_в_Казкеево,55.666666666667,54.2,48993
58,Качкиново,3,"Погода_в_Качкиново,_Татарстан",55.533333333333,53.566666666667,49023
59,Кузякино,3,Погода_в_Кузякино,55.65,53.583333333333,52120
60,Кулуново,3,Погода_в_Кулуново,55.483333333333,53.533333333333,167714
62,Мари-Суксы,3,Погода_в_Мари-Суксах,55.733333333333,53.633333333333,167717
63,Нижнее Гареево,3,Погода_в_Нижнем_Гареево,55.783333333333,53.8,167719
64,Новое Алимово,3,Погода_в_Новом_Алимово,55.666666666667,54.033333333333,51821
65,Новое Курмашево,3,Погода_в_Новом_Курмашево,55.716666666667,53.716666666667,52123
66,Поисево,3,Погода_в_Поисево,55.533333333333,53.5,6743
69,Старое Алимово,3,Погода_в_Старом_Алимово,55.616666666667,54.05,167712
70,Старое Байсарово,3,Погода_в_Старом_Байсарово,55.483333333333,53.883333333333,52115
71,Старое Зияшево,3,Погода_в_Старом_Зияшево,55.683333333333,53.816666666667,167718
72,Старое Курмашево,3,Погода_в_Старом_Курмашево,55.666666666667,53.75,52119
73,Старое Сафарово,3,Погода_в_Старом_Сафарово,55.55,53.783333333333,52116
4,Азнакаево,2,Погода_в_Азнакаево,54.866666666667,53.083333333333,914
1475,Суккулово,32,"Погода_в_Суккулово,_Ермекеевский_район",54.233333333333,53.716666666667,37861
78,Табанлы Куль,3,Погода_в_Табанлах_Куле,55.433333333333,53.75,167704
79,Такталачук,3,"Погода_в_Такталачуке,_Татарстан",55.766666666667,53.866666666667,52126
80,Татарские Суксы,3,Погода_в_Татарских_Суксы,55.75,53.65,52124
81,Татарские Ямалы,3,Погода_в_Татарских_Ямалы,55.833333333333,53.766666666667,52127
82,Тыннамасово,3,Погода_в_Тыннамасово,55.7,54.2,167705
83,Тюково,3,"Погода_в_Тюково,_Татарстан",55.6,53.55,49123
85,Уразаево,3,"Погода_в_Уразаево,_Актанышский_район",55.75,53.933333333333,52125
86,Усы,3,"Погода_в_Усах,_Татарстан",55.566666666667,53.616666666667,167711
87,Чалманарат,3,Погода_в_Чалманарате,55.783333333333,53.783333333333,51822
88,Чатово,3,Погода_в_Чатово,55.666666666667,53.666666666667,167703
90,Чуракаево,3,"Погода_в_Чуракаево,_Татарстан",55.4,53.866666666667,52112
91,Шайчурино,3,Погода_в_Шайчурино,55.583333333333,53.483333333333,52144
93,Алексеевка,4,"Погода_в_Алексеевке,_Бавлинский_район",54.25,53.2,51921
94,Бавлы,4,Погода_в_Бавлах,54.4,53.2333,1264
96,Верхняя Фоминовка,4,Погода_в_Верхней_Фоминовке,54.183333333333,53.066666666667,167880
97,Измайлово,4,"Погода_в_Измайлово,_Татарстан",54.166666666667,53.3,167877
98,Исергапово,4,Погода_в_Исергапово,54.333333333333,53.383333333333,51924
99,Кзыл-Яр,4,Погода_в_Кзыл-Яре,54.416666666667,53.383333333333,51925
100,Крым-Сарай,4,Погода_в_Крым-Сарае,54.533333333333,53.116666666667,132960
101,Муртаза,4,"Погода_в_Муртазе,_Татарстан",54.483333333333,53.133333333333,51929
102,Николашкино,4,"Погода_в_Николашкино,_Татарстан",54.2,53.366666666667,51920
